Title,Color,Genre,Language,Country,Rating,Lead Actor,DirectorName,LeadActorFBLikes,CastFBLikes,DirectorFBLikes,MovieFBLikes,IMDbScore,TotalReviews,Duration,GrossRevenue,Budget,NetProfit,ReleaseYear,ReleaseMonth
22 Jump Street,Color,Action,English,USA,R,Channing Tatum,Phil Lord,17000,19428,97,24000,7.1,330,112,191616238,50000000,141616238,2014,11
3 Days to Kill,Color,Action,English,USA,PG-13,Connie Nielsen,McG,933,1286,368,10000,6.2,211,123,30688364,28000000,2688364,2014,6
300: Rise of an Empire,Color,Action,English,USA,R,Eva Green,Noam Murro,6000,10583,263,71000,6.2,366,102,106369117,110000000,-3630883,2014,12
A Haunted House 2,Color,Comedy,English,USA,R,Ashley Rickards,Michael Tiddes,986,4073,89,0,4.7,69,86,17314483,4000000,13314483,2014,5
A Lego Brickumentary,Color,Documentary,English,Denmark,G,G.W. Krauss,Kief Davidson,20,28,0,0,6.8,43,93,100240,1000000,-899760,2014,11
A Million Ways to Die in the West,Color,Comedy,English,USA,R,Liam Neeson,Seth MacFarlane,14000,28927,3000,24000,6.1,303,136,42615685,40000000,2615685,2014,10
A Most Violent Year,Color,Action,English,USA,R,David Oyelowo,J.C. Chandor,1000,3979,78,0,7.0,350,125,5749134,20000000,-14250866,2014,8
A Most Wanted Man,Color,Crime,English,UK,R,Philip Seymour Hoffman,Anton Corbijn,22000,22574,210,13000,6.8,291,122,17237244,15000000,2237244,2014,1
A Walk Among the Tombstones,Color,Crime,English,USA,R,Liam Neeson,Scott Frank,14000,15428,71,15000,6.5,253,114,25977365,28000000,-2022635,2014,9
About Last Night,Color,Comedy,English,USA,R,Joe Lo Truglio,Steve Pink,833,2800,38,0,6.1,90,100,48637684,12500000,36137684,2014,3
Addicted,Color,Drama,Spanish,USA,R,Boris Kodjoe,Bille Woodruff,1000,2840,23,0,5.2,9,106,17382982,5000000,12382982,2014,4
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Color,Comedy,English,USA,PG,Bella Thorne,Miguel Arteta,35000,47677,44,12000,6.2,119,81,66950483,28000000,38950483,2014,2
Aloft,Color,Drama,English,Spain,R,Ian Tracey,Claudia Llosa,144,326,43,675,5.3,56,97,52961,8000000,-7947039,2014,12
American Sniper,Color,Action,English,USA,R,Bradley Cooper,Clint Eastwood,14000,16277,16000,112000,7.3,490,133,350123553,58800000,291323553,2014,2
And So It Goes,Color,Comedy,English,USA,PG-13,Yaya DaCosta,Rob Reiner,712,1673,0,3000,5.7,107,94,15155772,18000000,-2844228,2014,1
Annabelle,Color,Horror,English,USA,R,Alfre Woodard,John R. Leonetti,1000,2323,40,45000,5.4,271,99,84263837,6500000,77763837,2014,11
Annie,Color,Comedy,English,USA,PG,Quvenzhané Wallis,Will Gluck,2000,4796,87,16000,5.2,176,118,85911262,65000000,20911262,2014,2
"As Above, So Below",Color,Horror,English,USA,R,Ben Feldman,John Erick Dowdle,1000,1410,66,14000,6.1,196,93,21197315,5000000,16197315,2014,12
Atlas Shrugged: Who Is John Galt?,Color,Drama,English,USA,PG-13,Joaquim de Almeida,James Manera,578,3382,0,0,4.4,12,99,830210,5000000,-4169790,2014,6
Before I Go to Sleep,Color,Drama,English,UK,R,Colin Firth,Rowan Joffe,14000,14617,17,11000,6.3,149,92,2963012,22000000,-19036988,2014,3
Beyond the Lights,Color,Drama,English,USA,PG-13,Minnie Driver,Gina Prince-Bythewood,893,3110,107,0,6.9,71,116,14612840,7000000,7612840,2014,6
Big Eyes,Color,Biography,English,USA,PG-13,Christoph Waltz,Tim Burton,11000,12418,13000,20000,7.0,325,106,14479776,10000000,4479776,2014,5
Big Hero 6,Color,Action,English,USA,PG,Damon Wayans Jr.,Don Hall,756,2963,38,41000,7.9,384,102,222487711,165000000,57487711,2014,5
Birdman or (The Unexpected Virtue of Ignorance),Color,Comedy,English,USA,R,Emma Stone,Alejandro G. Iñárritu,15000,21668,0,114000,7.8,588,119,42335698,18000000,24335698,2014,8
Black or White,Color,Drama,English,USA,PG-13,Jennifer Ehle,Mike Binder,1000,3745,57,0,6.6,91,121,21569041,9000000,12569041,2014,6
Blended,Color,Comedy,English,USA,PG-13,Bella Thorne,Frank Coraci,35000,49743,153,12000,6.5,173,117,46280507,40000000,6280507,2014,12
Born to Fly: Elizabeth Streb vs. Gravity,Color,Action,English,USA,Not Rated,Elizabeth Streb,Catherine Gund,0,0,0,44,6.8,10,82,21199,500000,-478801,2014,8
Boyhood,Color,Drama,English,USA,R,Ellar Coltrane,Richard Linklater,230,673,0,92000,8.0,548,165,25359200,4000000,21359200,2014,7
Brick Mansions,Color,Action,English,France,PG-13,Paul Walker,Camille Delamarre,23000,25387,11,0,5.7,177,100,20285518,28000000,-7714482,2014,6
Captain America: The Winter Soldier,Color,Action,English,USA,PG-13,Scarlett Johansson,Anthony Russo,19000,36188,94,55000,7.8,576,136,259746958,170000000,89746958,2014,4
Dawn of the Planet of the Apes,Color,Action,English,USA,PG-13,Gary Oldman,Matt Reeves,10000,14363,198,45000,7.6,521,130,208543795,170000000,38543795,2014,5
Deliver Us from Evil,Color,Horror,English,USA,R,Olivia Munn,Scott Derrickson,2000,5697,301,18000,6.2,242,118,30523568,30000000,523568,2014,1
Desert Dancer,Color,Biography,English,UK,PG-13,Tom Cullen,Richard Raymond,507,1281,10,0,6.0,31,104,143653,4000000,-3856347,2014,10
Devil's Due,Color,Horror,English,USA,R,Zach Gilford,Matt Bettinelli-Olpin,971,2517,14,0,4.0,137,89,15818967,7000000,8818967,2014,10
Divergent,Color,Adventure,English,USA,PG-13,Kate Winslet,Neil Burger,14000,22226,168,49000,6.7,459,139,150832203,85000000,65832203,2014,8
Dolphin Tale 2,Color,Drama,English,USA,PG,Morgan Freeman,Charles Martin Smith,11000,13904,188,0,6.4,54,107,42019483,36000000,6019483,2014,2
Dracula Untold,Color,Action,English,USA,PG-13,Dominic Cooper,Gary Shore,3000,5178,28,37000,6.3,261,92,55942830,70000000,-14057170,2014,12
Draft Day,Color,Drama,English,USA,R,Jennifer Garner,Ivan Reitman,3000,3757,425,14000,6.8,159,110,28831145,25000000,3831145,2014,3
Dumb and Dumber To,Color,Comedy,English,USA,PG-13,Bill Murray,Bobby Farrelly,13000,16179,101,55000,5.7,218,109,86208010,35000000,51208010,2014,9
Earth to Echo,Color,Adventure,English,USA,PG,Teo Halm,Dave Green,803,1921,13,0,5.8,112,91,38916903,13000000,25916903,2014,5
Edge of Tomorrow,Color,Action,English,USA,PG-13,Tom Cruise,Doug Liman,10000,12652,218,77000,7.9,585,113,100189501,178000000,-77810499,2014,1
Endless Love,Color,Drama,English,USA,PG-13,Alex Pettyfer,Shana Feste,15000,18760,19,0,6.3,98,104,23393765,20000000,3393765,2014,5
Escobar: Paradise Lost,Color,Crime,English,France,R,Josh Hutcherson,Andrea Di Stefano,14000,14492,30,0,6.6,106,120,106869,17000000,-16893131,2014,12
Exodus: Gods and Kings,Color,Action,English,UK,PG-13,Christian Bale,Ridley Scott,23000,26490,0,51000,6.1,314,150,65007045,140000000,-74992955,2014,3
Falcon Rising,Color,Action,English,USA,R,Michael Jai White,Ernie Barbarash,2000,3089,249,0,5.8,29,103,8691,4500000,-4491309,2014,3
Fury,Color,Action,English,USA,R,Brad Pitt,David Ayer,11000,20411,452,82000,7.6,406,134,85707116,68000000,17707116,2014,6
Futuro Beach,Color,Drama,Portuguese,Brazil,Unrated,Wagner Moura,Karim Aïnouz,585,629,19,278,6.1,70,106,20262,4000000,-3979738,2014,11
Get on Up,Color,Biography,English,USA,PG-13,Tika Sumpter,Tate Taylor,521,2060,150,11000,6.9,165,139,30513940,30000000,513940,2014,4
Gone Girl,Color,Crime,English,USA,R,Patrick Fugit,David Fincher,835,4348,21000,146000,8.1,568,149,167735396,61000000,106735396,2014,7
Guardians of the Galaxy,Color,Action,English,USA,PG-13,Bradley Cooper,James Gunn,14000,32438,571,96000,8.1,653,121,333130696,170000000,163130696,2014,7
Happy Christmas,Color,Comedy,English,USA,R,Anna Kendrick,Joe Swanberg,10000,11642,217,812,5.6,65,82,30084,70000,-39916,2014,8
Heaven Is for Real,Color,Biography,English,USA,PG,Jacob Vargas,Randall Wallace,399,663,130,23000,5.8,82,99,91443253,12000000,79443253,2014,2
Hercules,Color,Action,English,USA,PG-13,Dwayne Johnson,Brett Ratner,12000,16235,420,21000,6.0,245,101,72660029,100000000,-27339971,2014,6
Horrible Bosses 2,Color,Comedy,English,USA,R,Kevin Spacey,Sean Anders,18000,30571,51,12000,6.3,196,116,54414716,42000000,12414716,2014,7
How to Train Your Dragon 2,Color,Action,English,USA,PG,Gerard Butler,Dean DeBlois,18000,23378,255,46000,7.9,292,102,176997107,145000000,31997107,2014,2
"I, Frankenstein",Color,Action,English,Australia,PG-13,Caitlin Stasey,Stuart Beattie,623,3165,72,15000,5.1,308,92,19059018,65000000,-45940982,2014,5
If I Stay,Color,Drama,English,USA,PG-13,Chloë Grace Moretz,R.J. Cutler,17000,20466,15,15000,6.8,141,107,50461335,11000000,39461335,2014,5
Inherent Vice,Color,Comedy,English,USA,R,Martin Dew,Paul Thomas Anderson,204,707,0,18000,6.7,401,148,8093318,20000000,-11906682,2014,7
Interstellar,Color,Adventure,English,USA,PG-13,Matthew McConaughey,Christopher Nolan,11000,31488,22000,349000,8.6,712,169,187991439,165000000,22991439,2014,12
Into the Storm,Color,Action,English,USA,PG-13,Matt Walsh,Steven Quale,490,1367,77,15000,5.8,228,89,47553512,50000000,-2446488,2014,7
Into the Woods,Color,Adventure,English,USA,PG,Johnny Depp,Rob Marshall,40000,62837,252,90000,6.0,321,125,127997349,50000000,77997349,2014,10
It Follows,Color,Horror,English,USA,R,Maika Monroe,David Robert Mitchell,314,1062,421,45000,6.9,533,100,14673301,2000000,12673301,2014,10
Jack Ryan: Shadow Recruit,Color,Action,English,USA,PG-13,Colm Feore,Kenneth Branagh,539,1411,0,17000,6.2,313,105,50549107,60000000,-9450893,2014,7
Jersey Boys,Color,Biography,English,USA,R,Johnny Cannizzaro,Clint Eastwood,880,2281,16000,16000,6.9,249,134,47034272,40000000,7034272,2014,3
Kill the Messenger,Color,Biography,English,USA,R,Jeremy Renner,Michael Cuesta,10000,12897,52,13000,7.0,163,112,2445646,5000000,-2554354,2014,9
Kung Fu Killer,Color,Action,Cantonese,China,Not Rated,Siu-Wong Fan,Teddy Chan,79,285,3,0,6.5,65,100,129115,25000000,-24870885,2014,9
Left Behind,Color,Action,English,USA,PG-13,Nicolas Cage,Vic Armstrong,12000,15044,179,31000,3.1,169,110,13998282,16000000,-2001718,2014,10
Let's Be Cops,Color,Comedy,English,USA,R,Rob Riggle,Luke Greenfield,839,3627,42,14000,6.5,129,104,82389560,17000000,65389560,2014,8
Locker 13,Color,Thriller,English,USA,R,Tatyana Ali,Bruce Dellis,685,2048,0,261,4.8,10,95,2468,300000,-297532,2014,11
Lucy,Color,Action,English,France,R,Scarlett Johansson,Luc Besson,19000,32325,0,83000,6.4,433,89,126546825,40000000,86546825,2014,8
Maleficent,Color,Action,English,USA,PG,Angelina Jolie Pitt,Robert Stromberg,11000,15516,171,89000,7.0,401,97,241407328,180000000,61407328,2014,3
Million Dollar Arm,Color,Biography,English,USA,PG,Jon Hamm,Craig Gillespie,4000,6393,44,10000,7.0,151,124,36447959,25000000,11447959,2014,11
Moms' Night Out,Color,Comedy,English,USA,PG,Alex Kendrick,Andrew Erwin,589,2705,10,0,5.4,49,98,10429707,5000000,5429707,2014,11
Mr. Peabody & Sherman,Color,Adventure,English,USA,PG,Ty Burrell,Rob Minkoff,3000,5810,50,11000,6.9,196,92,111505642,145000000,-33494358,2014,2
Mr. Turner,Color,Biography,English,UK,R,Lesley Manville,Mike Leigh,149,390,608,0,6.8,262,150,3958500,8200000,-4241500,2014,6
Muppets Most Wanted,Color,Adventure,English,USA,PG,Ty Burrell,James Bobin,3000,6089,33,10000,6.4,277,119,51178893,50000000,1178893,2014,12
Need for Speed,Color,Action,English,USA,PG-13,Rami Malek,Scott Waugh,3000,7081,76,32000,6.5,327,132,43568507,66000000,-22431493,2014,8
Neighbors,Color,Comedy,English,USA,R,Craig Roberts,Nicholas Stoller,920,2771,89,21000,6.4,351,97,150056505,18000000,132056505,2014,2
Night at the Museum: Secret of the Tomb,Color,Adventure,English,USA,PG,Robin Williams,Shawn Levy,49000,53587,189,11000,6.2,154,98,113733726,127000000,-13266274,2014,1
Nightcrawler,Color,Crime,English,USA,R,Jake Gyllenhaal,Dan Gilroy,15000,15554,66,65000,7.9,534,117,32279955,8500000,23779955,2014,10
No Good Deed,Color,Crime,English,USA,PG-13,Leslie Bibb,Sam Miller,1000,2297,12,0,5.6,58,84,52543632,13200000,39343632,2014,5
Noah,Color,Action,English,USA,PG-13,Anthony Hopkins,Darren Aronofsky,12000,32355,0,71000,5.8,434,138,101160529,125000000,-23839471,2014,2
Non-Stop,Color,Action,English,UK,PG-13,Liam Neeson,Jaume Collet-Serra,14000,16967,174,24000,7.0,359,106,91439400,50000000,41439400,2014,5
Not Cool,Color,Comedy,English,USA,Not Rated,Shane Dawson,Shane Dawson,247,954,247,0,5.1,6,93,35688,600000,-564312,2014,1
Ouija,Color,Fantasy,English,USA,PG-13,Lin Shaye,Stiles White,852,5056,10,18000,4.4,183,89,50820940,5000000,45820940,2014,10
Paddington,Color,Animation,English,UK,PG,Julie Walters,Paul King,838,3697,17,30000,7.2,224,95,76137505,55000000,21137505,2014,2
Paranormal Activity: The Marked Ones,Color,Fantasy,English,USA,R,Richard Cabral,Christopher Landon,510,2161,52,10000,5.0,220,101,32453345,5000000,27453345,2014,12
Penguins of Madagascar,Color,Adventure,English,USA,PG,Benedict Cumberbatch,Eric Darnell,19000,19963,35,11000,6.7,153,92,83348920,132000000,-48651080,2014,8
Pompeii,Color,Action,English,Canada,PG-13,Sasha Roiz,Paul W.S. Anderson,795,1099,545,20000,5.6,272,105,23219748,80000000,-56780252,2014,6
Ride Along,Color,Action,English,USA,PG-13,Bruce McGill,Tim Story,655,2394,167,0,6.2,146,99,134141530,25000000,109141530,2014,11
Rio 2,Color,Adventure,English,USA,G,Miguel Ferrer,Carlos Saldanha,688,1031,107,0,6.4,159,101,131536019,103000000,28536019,2014,1
RoboCop,Color,Action,English,USA,PG-13,Gary Oldman,José Padilha,10000,14161,294,60000,6.2,492,117,58607007,100000000,-41392993,2014,9
Rosewater,Color,Biography,English,USA,R,Numan Acar,Jon Stewart,374,1283,593,5000,6.6,129,103,3093491,5000000,-1906509,2014,7
Rudderless,Color,Comedy,English,USA,R,Billy Crudup,William H. Macy,745,1986,0,0,7.5,44,105,37440,5000000,-4962560,2014,9
Sabotage,Color,Action,English,USA,R,Mireille Enos,David Ayer,1000,1458,453,10000,5.7,233,109,10499968,35000000,-24500032,2014,9
Selma,Color,Biography,English,UK,PG-13,David Oyelowo,Ava DuVernay,1000,3869,151,22000,7.5,364,128,52066000,20000000,32066000,2014,6
Seventh Son,Color,Action,English,USA,PG-13,Jeff Bridges,Sergey Bodrov,12000,17098,44,16000,5.5,175,102,17176900,95000000,-77823100,2014,10
Sex Tape,Color,Comedy,English,USA,R,James Wilcox,Jake Kasdan,683,1488,52,0,5.1,201,94,38543473,40000000,-1456527,2014,4
Sin City: A Dame to Kill For,Black and White,Action,English,USA,R,Joseph Gordon-Levitt,Frank Miller,23000,49433,436,32000,6.5,339,102,13750556,65000000,-51249444,2014,5
Skin Trade,Color,Action,English,Thailand,R,Michael Jai White,Ekachai Uekrongtham,2000,2802,3,0,5.7,66,96,162,9000000,-8999838,2014,9
Son of God,Color,Biography,English,USA,PG-13,Roma Downey,Christopher Spencer,329,775,25,15000,5.6,61,170,59696176,22000000,37696176,2014,6
Song One,Color,Drama,English,USA,PG-13,Anne Hathaway,Kate Barker-Froyland,11000,12772,4,0,5.8,43,86,20200,6000000,-5979800,2014,7
St. Vincent,Color,Comedy,English,USA,PG-13,Bill Murray,Theodore Melfi,13000,20330,51,33000,7.3,275,102,44134898,13000000,31134898,2014,6
Still Alice,Color,Drama,English,USA,PG-13,Kristen Stewart,Richard Glatzer,17000,19673,25,45000,7.5,309,101,18656400,5000000,13656400,2014,12
Taken 3,Color,Action,English,France,PG-13,Liam Neeson,Olivier Megaton,14000,16967,118,38000,6.0,222,115,89253340,48000000,41253340,2014,3
Tammy,Color,Comedy,English,USA,R,Gary Cole,Ben Falcone,989,2654,265,11000,4.9,148,100,84518155,20000000,64518155,2014,2
Teenage Mutant Ninja Turtles,Color,Action,English,USA,PG-13,Noel Fisher,Jonathan Liebesman,833,2690,473,62000,5.9,348,101,190871240,125000000,65871240,2014,6
That Awkward Moment,Color,Comedy,English,USA,R,Mackenzie Davis,Tom Gormican,363,1024,19,0,6.1,164,94,26049082,8000000,18049082,2014,3
The Amazing Spider-Man 2,Color,Action,English,USA,PG-13,Emma Stone,Marc Webb,15000,28631,464,41000,6.7,495,142,202853933,200000000,2853933,2014,6
The Best of Me,Color,Drama,English,USA,PG-13,Luke Bracey,Michael Hoffman,775,3197,97,19000,6.7,85,118,26761283,26000000,761283,2014,11
The Book of Life,Color,Adventure,English,USA,PG,Channing Tatum,Jorge R. Gutiérrez,17000,19513,34,18000,7.3,156,95,50150619,50000000,150619,2014,6
The Boxtrolls,Color,Adventure,English,USA,PG,Isaac Hempstead Wright,Graham Annable,874,3151,7,11000,6.8,219,96,50807639,60000000,-9192361,2014,9
The Equalizer,Color,Action,English,USA,R,Denzel Washington,Antoine Fuqua,18000,37605,845,56000,7.2,292,132,101530738,55000000,46530738,2014,6
The Expendables 3,Color,Action,English,USA,PG-13,Jason Statham,Patrick Hughes,26000,52610,385,56000,6.1,320,131,39292022,90000000,-50707978,2014,8
The Fault in Our Stars,Color,Drama,English,USA,PG-13,Shailene Woodley,Josh Boone,8000,10565,131,93000,7.8,326,133,124868837,12000000,112868837,2014,8
The Gambler,Color,Crime,English,USA,R,George Kennedy,Rupert Wyatt,3000,3784,81,0,6.0,175,111,33631221,25000000,8631221,2014,11
The Giver,Black and White,Drama,English,South Africa,PG-13,Jeff Bridges,Phillip Noyce,12000,36064,176,58000,6.5,198,97,45089048,25000000,20089048,2014,10
The Grand Budapest Hotel,Color,Adventure,English,USA,R,Bill Murray,Wes Anderson,13000,15082,0,149000,8.1,536,99,59073773,25000000,34073773,2014,10
The Hobbit: The Battle of the Five Armies,Color,Adventure,English,New Zealand,PG-13,Aidan Turner,Peter Jackson,5000,9152,0,65000,7.5,422,164,255108370,250000000,5108370,2014,7
The Homesman,Color,Drama,English,USA,R,Barry Corbin,Tommy Lee Jones,883,2896,0,0,6.6,208,122,2428883,16000000,-13571117,2014,2
The Hundred-Foot Journey,Color,Comedy,English,USA,PG,Manish Dayal,Lasse Hallström,820,1484,529,55000,7.3,180,122,54235441,22000000,32235441,2014,9
The Hunger Games: Mockingjay - Part 1,Color,Adventure,English,USA,PG-13,Jennifer Lawrence,Francis Lawrence,34000,81385,508,52000,6.7,403,123,337103873,125000000,212103873,2014,3
The Imitation Game,Color,Biography,English,UK,PG-13,Benedict Cumberbatch,Morten Tyldum,19000,20295,77,165000,8.1,454,114,91121452,14000000,77121452,2014,2
The Interview,Color,Comedy,English,USA,R,James Franco,Evan Goldberg,11000,12239,133,50000,6.6,293,112,6105175,44000000,-37894825,2014,5
The Judge,Color,Crime,English,USA,R,Robert Downey Jr.,David Dobkin,21000,30183,71,47000,7.4,276,141,47105085,50000000,-2894915,2014,12
The Legend of Hercules,Color,Action,English,USA,PG-13,Roxanne McKee,Renny Harlin,576,1520,212,12000,4.2,156,99,18821279,70000000,-51178721,2014,10
The Lego Movie,Color,Action,English,Australia,PG,Morgan Freeman,Phil Lord,11000,22128,97,64000,7.8,435,100,257756197,60000000,197756197,2014,2
The Maze Runner,Color,Action,English,USA,PG-13,Ki Hong Lee,Wes Ball,988,1783,47,38000,6.8,297,113,102413606,34000000,68413606,2014,9
The Monuments Men,Color,Drama,English,USA,PG-13,Bill Murray,George Clooney,13000,27674,0,34000,6.1,371,118,78031620,70000000,8031620,2014,11
The November Man,Color,Action,English,USA,R,Luke Bracey,Roger Donaldson,775,3033,79,0,6.3,172,108,24984868,15000000,9984868,2014,2
The Nut Job,Color,Adventure,English,Canada,PG,Liam Neeson,Peter Lepeniotis,14000,18795,7,0,5.8,121,85,64238770,42000000,22238770,2014,8
The Other Woman,Color,Comedy,English,USA,PG-13,Don Johnson,Nick Cassavetes,982,2357,415,16000,6.0,191,109,83906114,40000000,43906114,2014,3
The Purge: Anarchy,Color,Action,English,USA,R,Noel Gugliemi,James DeMonaco,2000,6807,65,15000,6.5,285,103,71519230,9000000,62519230,2014,3
The Theory of Everything,Color,Biography,English,UK,PG-13,Eddie Redmayne,James Marsh,13000,14100,120,90000,7.7,419,123,35887263,15000000,20887263,2014,1
The Water Diviner,Color,Drama,English,Australia,R,Cem Yilmaz,Russell Crowe,523,1795,0,18000,7.1,183,111,4190530,22500000,-18309470,2014,9
Think Like a Man Too,Color,Comedy,English,USA,PG-13,Romany Malco,Tim Story,966,4830,167,3000,5.7,52,106,65182182,24000000,41182182,2014,10
This Is Where I Leave You,Color,Comedy,English,USA,R,Tina Fey,Shawn Levy,2000,4662,189,14000,6.6,156,103,34290142,19800000,14490142,2014,9
Top Five,Color,Comedy,English,USA,R,Rosario Dawson,Chris Rock,3000,5592,0,0,6.5,161,102,25277561,12000000,13277561,2014,5
Top Spin,Color,Documentary,English,USA,Not Rated,Ariel Hsing,Sara Newens,0,0,0,116,7.1,18,80,5858,150000,-144142,2014,3
Transcendence,Color,Drama,English,UK,PG-13,Johnny Depp,Wally Pfister,40000,54031,0,37000,6.3,355,119,23014504,100000000,-76985496,2014,2
Transformers: Age of Extinction,Color,Action,English,USA,PG-13,Bingbing Li,Michael Bay,974,3988,0,56000,5.7,378,165,245428137,210000000,35428137,2014,4
Tusk,Color,Comedy,English,USA,R,Johnny Depp,Kevin Smith,40000,43810,0,20000,5.4,254,102,1821983,3000000,-1178017,2014,8
Unbroken,Color,Biography,English,USA,PG-13,Finn Wittrock,Angelina Jolie Pitt,769,2938,11000,35000,7.2,322,137,115603980,65000000,50603980,2014,5
Unfriended,Color,Horror,English,USA,R,Shelley Hennig,Levan Gabriadze,707,1565,6,13000,5.7,270,83,31537320,1000000,30537320,2014,7
When the Game Stands Tall,Color,Drama,English,USA,PG,Jessie T. Usher,Thomas Carter,116,525,49,0,6.7,50,115,30127963,15000000,15127963,2014,6
While We're Young,Color,Comedy,English,USA,R,Naomi Watts,Noah Baumbach,6000,6322,387,0,6.3,270,97,7574066,10000000,-2425934,2014,12
